codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
20605,COMBAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,0,0,3,1,5,3,8,11
71101,CONCEPCION,talla para la edad (t/e),talla baja (tb),2009-02-01,1,4,16,2,9,16,26,22,48
21701,COPACABANA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,1,0,3,3,6,5,11
21402,CORIPATA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,3,0,8,2,9,6,20,26
20301,CORO CORO,talla para la edad (t/e),talla baja (tb),2009-02-01,6,3,7,5,4,1,17,9,26
21401,COROICO,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,6,3,5,4,12,8,20
40301,CORQUE,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,6,3,5,1,12,5,17
50601,COTAGAITA,talla para la edad (t/e),talla baja (tb),2009-02-01,10,6,17,20,33,28,60,54,114
70102,COTOCA,talla para la edad (t/e),talla baja (tb),2009-02-01,36,20,24,18,33,36,93,74,167
71106,CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,2,1,0,3,2,5
70704,CUEVO,talla para la edad (t/e),talla baja (tb),2009-02-01,11,3,5,7,15,10,31,20,51
10902,CULPINA,talla para la edad (t/e),talla baja (tb),2009-02-01,12,24,46,29,70,81,128,134,262
40401,CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2009-02-01,9,5,9,6,7,4,25,15,40
21602,CURVA,talla para la edad (t/e),talla baja (tb),2009-02-01,5,5,9,4,15,9,29,18,47
20804,DESAGUADERO,talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,4,2,2,3,8,7,15
20105,EL ALTO,talla para la edad (t/e),talla baja (tb),2009-02-01,359,276,311,267,307,304,977,847,1824
40103,EL CHORO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,1,1,1,3,2,5
71503,EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2009-02-01,5,3,6,11,10,23,21,37,58
60502,EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,2,10,9,9,17,19,28,47
70105,EL TORNO,talla para la edad (t/e),talla baja (tb),2009-02-01,4,1,10,7,11,14,25,22,47
10405,EL VILLAR,talla para la edad (t/e),talla baja (tb),2009-02-01,4,1,4,5,36,33,44,39,83
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-02-01,4,2,16,12,18,24,38,38,76
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-02-01,4,4,10,4,11,7,25,15,40
41101,EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2009-02-01,1,2,8,7,11,17,20,26,46
90503,EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,0,2,2,3,3,5,8
80402,EXALTACION,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,1,0,2,1,3,1,4
71004,FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2009-02-01,7,4,1,0,12,17,20,21,41
90203,FILADELFIA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,0,0,0,0,1,0,1
71002,GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2009-02-01,6,5,7,2,8,10,21,17,38
21601,GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2009-02-01,5,0,8,6,13,23,26,29,55
20602,GUANAY,talla para la edad (t/e),talla baja (tb),2009-02-01,2,5,10,8,9,12,21,25,46
20802,GUAQUI,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,5,1,2,1,7,3,10
80202,GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2009-02-01,11,9,9,22,12,16,32,47,79
70705,GUTIERREZ,talla para la edad (t/e),talla baja (tb),2009-02-01,4,3,1,4,7,15,12,22,34
10502,HUACARETA,talla para la edad (t/e),talla baja (tb),2009-02-01,6,5,9,5,12,22,27,32,59
11002,HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,1,0,6,0,8,8
40501,HUACHACALLA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,2,0,1,0,4,0,4
40701,HUANUNI,talla para la edad (t/e),talla baja (tb),2009-02-01,20,16,13,13,14,21,47,50,97
80803,HUARACAJE,talla para la edad (t/e),talla baja (tb),2009-02-01,2,0,1,2,1,2,4,4,8
41601,HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,3,3,4,3,7,7,14
21005,ICHOCA,talla para la edad (t/e),talla baja (tb),2009-02-01,3,2,8,5,11,8,22,15,37
10304,ICLA,talla para la edad (t/e),talla baja (tb),2009-02-01,18,13,32,28,116,136,166,177,343
10703,INCAHUASI,talla para la edad (t/e),talla baja (tb),2009-02-01,34,33,51,49,151,158,236,240,476
90402,INGAVI (HUMAITA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,3,2,3,2,5
21001,INQUISIVI,talla para la edad (t/e),talla baja (tb),2009-02-01,6,8,7,4,11,8,24,20,44
21102,IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,3,3,5,7,10,13,23
21501,IXIAMAS,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,1,2,1,3,4,8,12
20806,JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-02-01,15,5,9,6,25,20,49,31,80
21105,LA ASUNTA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,4,4,4,6,10,13,23
70104,LA GUARDIA,talla para la edad (t/e),talla baja (tb),2009-02-01,17,19,22,20,23,23,62,62,124
20101,LA PAZ,talla para la edad (t/e),talla baja (tb),2009-02-01,220,138,202,123,214,197,636,458,1094
70701,LAGUNILLAS,talla para la edad (t/e),talla baja (tb),2009-02-01,4,9,6,7,21,19,31,35,66
21202,LAJA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,2,1,1,7,9,9,12,21
10903,LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2009-02-01,4,2,1,5,13,9,18,16,34
21006,LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,0,3,1,8,4,13,5,18
50203,LLALLAGUA,talla para la edad (t/e),talla baja (tb),2009-02-01,12,20,20,17,23,21,55,58,113
51401,LLICA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,1,2,3,5,4,8,12
80601,LORETO,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,0,1,0,3,0,3
20901,LURIBAY,talla para la edad (t/e),talla baja (tb),2009-02-01,6,2,13,2,16,13,35,17,52
40702,MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,2,4,0,6,2,8
11003,MACHARETI,talla para la edad (t/e),talla baja (tb),2009-02-01,5,0,6,2,8,10,19,12,31
80801,MAGDALENA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,3,0,3,0,6,6
70903,MAIRANA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,3,4,9,6,12,18
20904,MALLA,talla para la edad (t/e),talla baja (tb),2009-02-01,3,3,11,6,22,18,36,27,63
20607,MAPIRI,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,2,8,8,5,12,16,28
20103,MECAPACA,talla para la edad (t/e),talla baja (tb),2009-02-01,7,4,11,2,7,4,25,10,35
71003,MINEROS,talla para la edad (t/e),talla baja (tb),2009-02-01,3,3,5,4,9,4,17,11,28
31301,MIZQUE,talla para la edad (t/e),talla baja (tb),2009-02-01,13,15,26,34,36,33,75,82,157
20402,MOCOMOCO,talla para la edad (t/e),talla baja (tb),2009-02-01,8,4,5,12,26,18,39,34,73
51002,MOJINETE,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,2,0,2,0,5,5
10303,MOJOCOYA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,4,12,10,15,22,31,36,67
10501,MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2009-02-01,11,3,12,11,49,45,72,59,131
71001,MONTERO,talla para la edad (t/e),talla baja (tb),2009-02-01,12,6,19,14,29,31,60,51,111
70803,MORO MORO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,1,1,0,1,1,2
30302,MOROCHATA,talla para la edad (t/e),talla baja (tb),2009-02-01,16,20,32,47,35,36,83,103,186
90401,NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,1,0,2,0,4,4
90501,NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,0,0,1,2,1,3
50404,OCURI,talla para la edad (t/e),talla baja (tb),2009-02-01,34,35,60,61,71,59,165,155,320
70202,OKINAWA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,0,1,2,3,2,5
30203,OMEREQUE,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,2,3,3,5,5,10
40101,ORURO,talla para la edad (t/e),talla baja (tb),2009-02-01,95,73,120,94,67,47,282,214,496
60201,PADCAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,7,2,1,3,9,6,15
10401,PADILLA,talla para la edad (t/e),talla baja (tb),2009-02-01,9,3,12,11,50,55,71,69,140
70502,PAILON,talla para la edad (t/e),talla baja (tb),2009-02-01,1,2,3,0,7,4,11,6,17
20102,PALCA,talla para la edad (t/e),talla baja (tb),2009-02-01,6,2,2,1,2,2,10,5,15
21104,PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2009-02-01,11,8,16,15,8,25,35,48,83
40802,PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2009-02-01,8,2,6,2,11,7,25,11,36
70902,PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2009-02-01,3,0,1,1,5,5,9,6,15
21802,PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,1,1,2,0,3,1,4
30202,PASORAPA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,4,3,4,3,9,12
21305,PATACAMAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,3,5,1,1,0,1,4,7,11
40602,PAZÑA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,3,2,5,3,8,5,13
20702,PELECHUCO,talla para la edad (t/e),talla baja (tb),2009-02-01,5,8,7,3,9,10,21,21,42
50403,POCOATA,talla para la edad (t/e),talla baja (tb),2009-02-01,41,38,61,67,62,56,164,161,325
31203,POCONA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,4,4,11,12,17,18,35
31202,POJO (CBBA),talla para la edad (t/e),talla baja (tb),2009-02-01,6,7,5,12,17,8,28,27,55
40601,POOPO,talla para la edad (t/e),talla baja (tb),2009-02-01,3,0,3,5,5,3,11,8,19
51203,PORCO,talla para la edad (t/e),talla baja (tb),2009-02-01,6,5,3,7,2,6,11,18,29
10103,POROMA,talla para la edad (t/e),talla baja (tb),2009-02-01,16,17,26,19,47,41,89,77,166
70103,PORONGO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,1,0,0,0,2,2
70601,PORTACHUELO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,2,6,1,12,3,18,6,24
90102,PORVENIR,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,4,0,2,1,7,2,9
50101,POTOSI,talla para la edad (t/e),talla baja (tb),2009-02-01,111,55,111,73,107,111,329,239,568
10302,PRESTO,talla para la edad (t/e),talla baja (tb),2009-02-01,12,8,25,18,76,43,113,69,182
70805,PUCARA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,1,0,1,0,1
21201,PUCARANI,talla para la edad (t/e),talla baja (tb),2009-02-01,12,12,11,11,15,28,38,51,89
20401,PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2009-02-01,15,8,13,19,14,22,42,49,91
20403,PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2009-02-01,4,2,16,8,16,26,36,36,72
90301,PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2009-02-01,7,2,5,1,10,18,22,21,43
21204,PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,1,1,1,1,2
90201,PUERTO RICO,talla para la edad (t/e),talla baja (tb),2009-02-01,4,0,6,3,0,1,10,4,14
80703,PUERTO SILES,talla para la edad (t/e),talla baja (tb),2009-02-01,0,2,5,4,4,2,9,8,17
71401,PUERTO SUAREZ,talla para la edad (t/e),talla baja (tb),2009-02-01,6,4,3,1,0,3,9,8,17
31205,PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2009-02-01,56,32,57,55,59,84,172,171,343
51101,PUNA,talla para la edad (t/e),talla baja (tb),2009-02-01,38,27,63,52,102,93,203,172,375
31401,PUNATA,talla para la edad (t/e),talla baja (tb),2009-02-01,7,5,12,18,15,10,34,33,67
20604,QUIABAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,4,3,10,6,14,10,24
30901,QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2009-02-01,8,4,7,1,3,8,18,13,31
21002,QUIME,talla para la edad (t/e),talla baja (tb),2009-02-01,4,1,6,7,7,7,17,15,32
70904,QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,2,0,2,0,2
50402,RAVELO,talla para la edad (t/e),talla baja (tb),2009-02-01,20,18,59,41,93,80,172,139,311
80301,REYES,talla para la edad (t/e),talla baja (tb),2009-02-01,1,7,4,5,8,8,13,20,33
80201,RIBERALTA,talla para la edad (t/e),talla baja (tb),2009-02-01,33,31,59,49,24,25,116,105,221
70503,ROBORE,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,1,3,1,0,4,6,10
80304,RURRENABAQUE,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,0,1,0,1,1
40901,SABAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,4,2,2,4,7,6,13
31001,SACABA,talla para la edad (t/e),talla baja (tb),2009-02-01,23,22,45,34,42,30,110,86,196
30404,SACABAMBA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,3,4,10,10,16,18,29,47
50701,SACACA,talla para la edad (t/e),talla baja (tb),2009-02-01,74,105,110,97,225,261,409,463,872
71302,SAIPINA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,1,0,1,0,1
40801,SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,9,10,7,17,13,31,29,60
70901,SAMAIPATA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,5,2,5,5,10,8,18
51601,SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,0,1,1,3,1,4
80602,SAN ANDRES,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,2,0,0,1,3,1,4
20805,SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,2,1,3,1,5,6
51003,SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2009-02-01,3,4,2,4,5,7,10,15,25
71105,SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,7,5,11,17,19,23,42
31403,SAN BENITO,talla para la edad (t/e),talla baja (tb),2009-02-01,10,4,6,8,11,15,27,27,54
80302,SAN BORJA,talla para la edad (t/e),talla baja (tb),2009-02-01,10,11,12,10,11,15,33,36,69
21502,SAN BUENA VENTURA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,3,2,2,15,11,21,16,37
70402,SAN CARLOS,talla para la edad (t/e),talla baja (tb),2009-02-01,3,2,1,2,5,3,9,7,16
80501,SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2009-02-01,8,7,13,12,14,27,35,46,81
70301,SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2009-02-01,3,0,8,1,10,5,21,6,27
80102,SAN JAVIER(BNI),talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,3,3,0,0,3,3,6
71102,SAN JAVIER(STC),talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,1,3,1,2,4,7,11
80701,SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2009-02-01,1,2,0,0,3,1,4,3,7
70501,SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2009-02-01,8,4,5,4,3,2,16,10,26
70404,SAN JUAN DE YAPACANI,talla para la edad (t/e),talla baja (tb),2009-02-01,0,2,5,0,1,0,6,2,8
71104,SAN JULIAN,talla para la edad (t/e),talla baja (tb),2009-02-01,7,2,5,5,10,18,22,25,47
90302,SAN LORENZO(PND),talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,0,0,0,0,1,1
60501,SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2009-02-01,6,12,18,14,15,14,39,40,79
10702,SAN LUCAS,talla para la edad (t/e),talla baja (tb),2009-02-01,60,29,96,88,254,278,410,395,805
71201,SAN MATIAS,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,1,0,0,0,1,1,2
70302,SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,3,0,3,0,3
51001,SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2009-02-01,3,8,4,6,5,4,12,18,30
71005,SAN PEDRO,talla para la edad (t/e),talla baja (tb),2009-02-01,3,1,1,2,3,6,7,9,16
50501,SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2009-02-01,26,16,24,35,61,51,111,102,213
21801,SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,5,2,8,7,15,12,27
21702,SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,2,2,0,1,2,4,6
90202,SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,0,1,3,4,4,5,9
70303,SAN RAFAEL,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,1,0,1,0,1
80702,SAN RAMON,talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,3,5,1,0,6,7,13
80401,SANTA ANA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,5,5,2,1,1,10,8,18
70101,SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2009-02-01,107,100,88,112,83,86,278,298,576
80303,SANTA ROSA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,0,2,0,1,1,3,4
20308,SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2009-02-01,3,1,7,3,0,2,10,6,16
41401,SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2009-02-01,0,2,8,3,9,11,17,16,33
21901,SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,1,0,0,7,4,9,5,14
30702,SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,4,2,4,2,6
40202,SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2009-02-01,7,5,8,6,24,16,39,27,66
20902,SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2009-02-01,5,4,10,8,30,15,45,27,72
90303,SENA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,0,0,0,2,0,2
21301,SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2009-02-01,11,5,10,7,5,8,26,20,46
30703,SICAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,13,11,21,12,50,34,84,57,141
30902,SIPE SIPE,talla para la edad (t/e),talla baja (tb),2009-02-01,6,7,16,35,15,17,37,59,96
10403,SOPACHUY,talla para la edad (t/e),talla baja (tb),2009-02-01,17,14,34,24,91,107,142,145,287
40104,SORACACHI,talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,9,8,12,14,23,24,47
20601,SORATA,talla para la edad (t/e),talla baja (tb),2009-02-01,15,13,15,18,34,31,64,62,126
10101,SUCRE,talla para la edad (t/e),talla baja (tb),2009-02-01,8,6,13,12,42,36,63,54,117
20603,TACACOMA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,6,10,4,7,12,21,22,43
50303,TACOBAMBA,talla para la edad (t/e),talla baja (tb),2009-02-01,12,8,14,8,10,10,36,26,62
30602,TACOPAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,9,5,20,11,23,27,52,43,95
51402,TAHUA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,1,1,0,3,1,4
31101,TAPACARI,talla para la edad (t/e),talla baja (tb),2009-02-01,39,32,61,37,63,42,163,111,274
10601,TARABUCO,talla para la edad (t/e),talla baja (tb),2009-02-01,30,26,80,69,191,203,301,298,599
20807,TARACO,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,5,1,2,0,8,1,9
30401,TARATA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,1,3,0,5,1,10,2,12
60101,TARIJA,talla para la edad (t/e),talla baja (tb),2009-02-01,7,15,10,9,13,11,30,35,65
10202,TARVITA,talla para la edad (t/e),talla baja (tb),2009-02-01,21,17,42,55,144,108,207,180,387
20608,TEOPONTE,talla para la edad (t/e),talla baja (tb),2009-02-01,4,5,2,10,4,13,10,28,38
20803,TIAWANACU,talla para la edad (t/e),talla baja (tb),2009-02-01,5,7,5,6,13,8,23,21,44
50102,TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,28,10,24,18,33,30,85,58,143
20606,TIPUANI,talla para la edad (t/e),talla baja (tb),2009-02-01,2,1,2,10,5,7,9,18,27
30903,TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,5,1,5,6,3,7,13,14,27
31601,TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2009-02-01,13,7,17,31,28,23,58,61,119
21703,TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,2,0,3,2,6,2,8
30802,TOCO,talla para la edad (t/e),talla baja (tb),2009-02-01,5,2,3,9,1,2,9,13,22
30803,TOLATA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,0,0,3,2,4,3,7
41001,TOLEDO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,4,2,1,5,3,7,8,15
51202,TOMAVE,talla para la edad (t/e),talla baja (tb),2009-02-01,15,13,19,13,14,20,48,46,94
10402,TOMINA,talla para la edad (t/e),talla baja (tb),2009-02-01,9,13,23,28,110,128,142,169,311
50502,TORO TORO,talla para la edad (t/e),talla baja (tb),2009-02-01,25,19,39,26,42,42,106,87,193
31201,TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2009-02-01,9,4,21,14,18,12,48,30,78
41301,TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2009-02-01,3,2,3,1,2,9,8,12,20
70802,TRIGAL,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,0,0,0,2,0,2
80101,TRINIDAD,talla para la edad (t/e),talla baja (tb),2009-02-01,37,33,28,19,22,39,87,91,178
50801,TUPIZA,talla para la edad (t/e),talla baja (tb),2009-02-01,25,17,26,17,40,35,91,69,160
40402,TURCO,talla para la edad (t/e),talla baja (tb),2009-02-01,7,4,7,3,8,9,22,16,38
21302,UMALA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,5,4,3,2,9,6,15
50201,UNCIA,talla para la edad (t/e),talla baja (tb),2009-02-01,14,3,24,10,22,23,60,36,96
60401,URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2009-02-01,3,2,4,3,6,4,13,9,22
71502,URUBICHA,talla para la edad (t/e),talla baja (tb),2009-02-01,10,3,11,11,15,13,36,27,63
51201,UYUNI,talla para la edad (t/e),talla baja (tb),2009-02-01,9,7,26,29,39,33,74,69,143
30502,VACAS,talla para la edad (t/e),talla baja (tb),2009-02-01,3,5,15,9,8,6,26,20,46
70801,VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,3,0,4,11,7,11,18
20801,VIACHA,talla para la edad (t/e),talla baja (tb),2009-02-01,13,10,10,8,17,22,40,40,80
31302,VILA VILA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,3,11,13,11,12,26,28,54
60303,VILLA MONTES,talla para la edad (t/e),talla baja (tb),2009-02-01,4,2,9,1,9,2,22,5,27
90502,VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2009-02-01,2,1,3,3,2,2,7,6,13
31402,VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,2,1,2,1,4,5
10801,VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2009-02-01,8,7,21,20,54,55,83,82,165
31003,VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2009-02-01,25,21,43,31,53,49,121,101,222
11001,VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla baja (tb),2009-02-01,3,1,1,1,6,7,10,9,19
51501,VILLAZON,talla para la edad (t/e),talla baja (tb),2009-02-01,22,6,27,13,48,33,97,52,149
30904,VINTO,talla para la edad (t/e),talla baja (tb),2009-02-01,4,0,2,5,2,7,8,12,20
50602,VITICHI,talla para la edad (t/e),talla baja (tb),2009-02-01,14,7,19,20,46,51,79,78,157
20306,WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,2,3,4,1,6,5,11
20903,YACO,talla para la edad (t/e),talla baja (tb),2009-02-01,6,2,16,8,17,16,39,26,65
60301,YACUIBA,talla para la edad (t/e),talla baja (tb),2009-02-01,8,8,20,24,35,40,63,72,135
10602,YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2009-02-01,8,10,33,24,107,92,148,126,274
21103,YANACACHI,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,1,3,1,2,3,6,9
70403,YAPACANI,talla para la edad (t/e),talla baja (tb),2009-02-01,8,5,9,8,15,11,32,24,56
50103,YOCALLA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,1,7,9,5,3,14,13,27
10102,YOTALA,talla para la edad (t/e),talla baja (tb),2009-02-01,5,1,23,11,36,37,64,49,113
60402,YUNCHARA,talla para la edad (t/e),talla baja (tb),2009-02-01,7,4,18,16,16,17,41,37,78
10301,ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2009-02-01,8,6,24,17,58,57,90,80,170
51302,ACACIO,talla para la edad (t/e),talla baja (tb),2009-03-01,14,19,37,25,82,75,133,119,252
20201,ACHACACHI,talla para la edad (t/e),talla baja (tb),2009-03-01,25,25,14,17,18,29,57,71,128
20104,ACHOCALLA,talla para la edad (t/e),talla baja (tb),2009-03-01,49,50,44,36,67,65,160,151,311
30201,AIQUILE,talla para la edad (t/e),talla baja (tb),2009-03-01,20,8,42,30,67,62,129,100,229
31303,ALALAY,talla para la edad (t/e),talla baja (tb),2009-03-01,4,4,3,10,12,10,19,24,43
10404,ALCALA,talla para la edad (t/e),talla baja (tb),2009-03-01,3,3,9,1,34,33,46,37,83
20202,ANCORAIMES,talla para la edad (t/e),talla baja (tb),2009-03-01,10,4,5,8,24,30,39,42,81
41201,ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-03-01,4,1,10,11,25,27,39,39,78
40603,ANTEQUERA,talla para la edad (t/e),talla baja (tb),2009-03-01,2,0,1,0,4,3,7,3,10
30402,ANZALDO,talla para la edad (t/e),talla baja (tb),2009-03-01,5,5,6,6,5,5,16,16,32
