codigo_municipio,municipio,grupo,variable,mes,de-1-ano_masculino,de-1-ano-1_femenino,1-a-menor-de-2-anos_masculino,1-a-menor-de-2-anos-1_femenino,2-a-menor-de-5-anos_masculino,2-a-menor-de-5-anos-1_femenino,totales_total-m,totales-1_total-f,totales-2_total
40901,SABAYA,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,1,0,1,1,2,3
31001,SACABA,talla para la edad (t/e),talla baja (tb),2008-02-01,9,9,19,16,27,22,55,47,102
30404,SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,1,0,0,0,1,1
50701,SACACA,talla para la edad (t/e),talla baja (tb),2008-02-01,19,14,9,11,13,15,41,40,81
40801,SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-02-01,1,2,6,4,10,8,17,14,31
51003,SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2008-02-01,1,2,0,2,0,1,1,5,6
80302,SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-02-01,8,12,9,12,15,13,32,37,69
80501,SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-02-01,14,13,20,20,14,14,48,47,95
70301,SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-02-01,2,0,1,1,3,4,6,5,11
60501,SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-02-01,1,3,6,6,11,10,18,19,37
10702,SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-02-01,6,10,14,8,20,30,40,48,88
51001,SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-02-01,5,2,7,2,8,4,20,8,28
70303,SAN RAFAEL,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,0,0,0,1,0,1
80401,SANTA ANA,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,5,6,1,1,6,7,13
70101,SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,1,0,0,1,1,2
20308,SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-02-01,3,3,2,2,6,5,11,10,21
41401,SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-02-01,4,2,7,6,22,22,33,30,63
21901,SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-02-01,3,5,2,4,7,4,12,13,25
30702,SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,0,2,0,2,0,2
20902,SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-02-01,6,2,12,12,29,18,47,32,79
21301,SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-02-01,4,4,7,4,4,3,15,11,26
40104,SORACACHI,talla para la edad (t/e),talla baja (tb),2008-02-01,5,4,10,3,22,16,37,23,60
10101,SUCRE,talla para la edad (t/e),talla baja (tb),2008-02-01,1,2,5,6,16,5,22,13,35
30602,TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-02-01,3,6,4,6,10,14,17,26,43
51402,TAHUA,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,1,1,0,2,1,3
31101,TAPACARI,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,7,12,0,0,7,12,19
20807,TARACO,talla para la edad (t/e),talla baja (tb),2008-02-01,4,1,4,2,1,5,9,8,17
30401,TARATA,talla para la edad (t/e),talla baja (tb),2008-02-01,4,3,5,4,1,1,10,8,18
60101,TARIJA,talla para la edad (t/e),talla baja (tb),2008-02-01,5,3,1,2,9,4,15,9,24
10202,TARVITA,talla para la edad (t/e),talla baja (tb),2008-02-01,42,19,46,45,91,96,179,160,339
20803,TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-02-01,0,1,1,0,0,0,1,1,2
50102,TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-02-01,4,3,0,1,13,12,17,16,33
30903,TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,1,0,0,0,1,1
31601,TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-02-01,6,4,4,4,10,10,20,18,38
21703,TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2008-02-01,3,1,3,2,7,6,13,9,22
30802,TOCO,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,1,1,0,2,1,3
41502,TODOS SANTOS,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,0,1,0,1,0,1
41001,TOLEDO,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,0,2,1,2,1,3
50502,TORO TORO,talla para la edad (t/e),talla baja (tb),2008-02-01,5,6,11,13,7,13,23,32,55
31201,TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,0,0,0,1,0,1
41301,TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-02-01,1,2,3,3,2,4,6,9,15
80101,TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-02-01,1,1,0,5,3,2,4,8,12
50801,TUPIZA,talla para la edad (t/e),talla baja (tb),2008-02-01,9,7,15,12,43,43,67,62,129
40402,TURCO,talla para la edad (t/e),talla baja (tb),2008-02-01,3,2,9,2,2,4,14,8,22
50201,UNCIA,talla para la edad (t/e),talla baja (tb),2008-02-01,3,4,6,6,19,22,28,32,60
51201,UYUNI,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,1,2,0,2,1,3
30502,VACAS,talla para la edad (t/e),talla baja (tb),2008-02-01,3,4,8,2,6,2,17,8,25
70801,VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,1,0,0,0,1,1
20801,VIACHA,talla para la edad (t/e),talla baja (tb),2008-02-01,22,22,12,13,12,12,46,47,93
10801,VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-02-01,7,8,14,13,51,37,72,58,130
31003,VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-02-01,5,1,22,18,32,20,59,39,98
50602,VITICHI,talla para la edad (t/e),talla baja (tb),2008-02-01,10,11,9,8,19,21,38,40,78
20903,YACO,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,0,0,1,1,1,2
60301,YACUIBA,talla para la edad (t/e),talla baja (tb),2008-02-01,2,4,10,9,9,11,21,24,45
10602,YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-02-01,7,15,31,21,77,71,115,107,222
21103,YANACACHI,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,0,2,0,3,0,3
10102,YOTALA,talla para la edad (t/e),talla baja (tb),2008-02-01,10,1,21,15,41,53,72,69,141
60402,YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-02-01,5,5,5,8,16,13,26,26,52
20201,ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-03-01,14,10,6,6,3,8,23,24,47
20104,ACHOCALLA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,3,1,4,1,5
31303,ALALAY,talla para la edad (t/e),talla baja (tb),2008-03-01,7,6,15,6,21,10,43,22,65
41201,ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,0,0,1,1,2,3,5
40603,ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-03-01,13,2,8,3,10,17,31,22,53
30402,ANZALDO,talla para la edad (t/e),talla baja (tb),2008-03-01,1,3,3,3,4,4,8,10,18
20701,APOLO,talla para la edad (t/e),talla baja (tb),2008-03-01,6,5,15,10,47,32,68,47,115
51301,ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-03-01,11,4,11,7,12,7,34,18,52
30403,ARBIETO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,3,6,2,4,5,15,10,25
30601,ARQUE,talla para la edad (t/e),talla baja (tb),2008-03-01,16,6,15,10,34,35,65,51,116
50802,ATOCHA,talla para la edad (t/e),talla baja (tb),2008-03-01,10,6,11,13,18,21,39,40,79
20503,AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,3,7,7,7,2,15,12,27
20502,AYATA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,5,13,5,26,18,46,28,74
30301,AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-03-01,11,6,10,14,15,19,36,39,75
21203,BATALLAS,talla para la edad (t/e),talla baja (tb),2008-03-01,12,2,10,7,15,11,37,20,57
80802,BAURES,talla para la edad (t/e),talla baja (tb),2008-03-01,3,3,4,4,4,9,11,16,27
41202,BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
60202,BERMEJO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,3,1,1,0,4,1,5
50301,BETANZOS,talla para la edad (t/e),talla baja (tb),2008-03-01,17,7,32,23,37,27,86,57,143
31501,BOLIVAR,talla para la edad (t/e),talla baja (tb),2008-03-01,14,8,21,7,15,17,50,32,82
20905,CAIROMA,talla para la edad (t/e),talla baja (tb),2008-03-01,13,8,11,9,24,26,48,43,91
20303,CALACOTO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,5,8,7,18,12,31,24,55
21304,CALAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,15,12,25,19,43,40,83,71,154
10701,CAMARGO,talla para la edad (t/e),talla baja (tb),2008-03-01,15,11,23,14,42,54,80,79,159
10901,CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2008-03-01,4,3,12,8,23,11,39,22,61
30701,CAPINOTA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,7,6,9,11,16,20,32,52
20302,CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,2,4,2,10,6,15,21
40102,CARACOLLO,talla para la edad (t/e),talla baja (tb),2008-03-01,9,10,13,13,8,20,30,43,73
50702,CARIPUYO,talla para la edad (t/e),talla baja (tb),2008-03-01,33,20,45,31,82,88,160,139,299
71403,CARMEN RIVERO TORREZ,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,2,1,1,2,3,5
21902,CATACORA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,2,1,3,8,3,11,8,19
40201,CHALLAPATA,talla para la edad (t/e),talla baja (tb),2008-03-01,25,25,35,31,67,69,127,125,252
50202,CHAYANTA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,4,4,18,11,22,15,37
40302,CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,2,0,2,0,2
20501,CHUMA,talla para la edad (t/e),talla baja (tb),2008-03-01,20,7,18,9,26,21,64,37,101
30801,CLIZA,talla para la edad (t/e),talla baja (tb),2008-03-01,4,1,13,6,12,10,29,17,46
90101,COBIJA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,1,5,1,2,4,13,6,19
40902,COIPASA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,0,1,0,1,1
30905,COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
50901,"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,1,0,4,1,6,3,9
21307,COLLANA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,1,0,0,2,1,3
31002,COLOMI,talla para la edad (t/e),talla baja (tb),2008-03-01,9,7,16,10,30,35,55,52,107
21306,COLQUENCHA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,3,6,8,12,16,21,27,48
21004,COLQUIRI,talla para la edad (t/e),talla baja (tb),2008-03-01,0,3,0,1,2,3,2,7,9
21701,COPACABANA,talla para la edad (t/e),talla baja (tb),2008-03-01,9,6,4,7,10,9,23,22,45
21402,CORIPATA,talla para la edad (t/e),talla baja (tb),2008-03-01,8,2,11,6,8,11,27,19,46
20301,CORO CORO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,3,18,7,15,10,38,20,58
21401,COROICO,talla para la edad (t/e),talla baja (tb),2008-03-01,7,11,11,12,16,20,34,43,77
40301,CORQUE,talla para la edad (t/e),talla baja (tb),2008-03-01,2,4,1,2,4,6,7,12,19
50601,COTAGAITA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,1,10,12,19,19,32,32,64
10902,CULPINA,talla para la edad (t/e),talla baja (tb),2008-03-01,8,9,16,18,29,31,53,58,111
40401,CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2008-03-01,7,7,10,2,2,5,19,14,33
21602,CURVA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,4,6,3,4,7,11,18
20804,DESAGUADERO,talla para la edad (t/e),talla baja (tb),2008-03-01,2,4,2,3,4,5,8,12,20
20105,EL ALTO,talla para la edad (t/e),talla baja (tb),2008-03-01,259,208,294,235,315,340,868,783,1651
40103,EL CHORO,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,1,3,4,2,6,5,11
60502,EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2008-03-01,7,7,9,6,21,20,37,33,70
10405,EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-03-01,3,0,6,2,14,13,23,15,38
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-03-01,4,3,11,13,10,12,25,28,53
60601,ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-03-01,4,0,3,3,8,6,15,9,24
41101,EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-03-01,5,1,2,5,4,17,11,23,34
21601,GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2008-03-01,7,9,15,18,33,29,55,56,111
20802,GUAQUI,talla para la edad (t/e),talla baja (tb),2008-03-01,4,5,4,3,5,7,13,15,28
70705,GUTIERREZ,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,4,4,0,0,4,4,8
10502,HUACARETA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,0,0,1,1,2,3,3,6
40501,HUACHACALLA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,1,0,1,0,1
40701,HUANUNI,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,1,0,0,0,3,1,4
80803,HUARACAJE,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,1,1,2,0,4,1,5
41601,HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,7,2,5,3,13,6,19
10304,ICLA,talla para la edad (t/e),talla baja (tb),2008-03-01,15,19,53,43,130,126,198,188,386
10703,INCAHUASI,talla para la edad (t/e),talla baja (tb),2008-03-01,57,49,106,93,173,164,336,306,642
21001,INQUISIVI,talla para la edad (t/e),talla baja (tb),2008-03-01,9,2,13,9,23,19,45,30,75
21501,IXIAMAS,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,3,3,6,6,10,11,21
20806,JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-03-01,14,17,20,18,38,28,72,63,135
20101,LA PAZ,talla para la edad (t/e),talla baja (tb),2008-03-01,123,92,106,102,135,108,364,302,666
21202,LAJA,talla para la edad (t/e),talla baja (tb),2008-03-01,9,7,4,9,11,7,24,23,47
10903,LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,2,0,9,10,11,11,22
21006,LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,1,0,2,2,4,2,6
50203,LLALLAGUA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,15,19,8,33,30,58,53,111
51401,LLICA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,3,3,6,5,10,10,20
80601,LORETO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,0,2,0,2,2
20901,LURIBAY,talla para la edad (t/e),talla baja (tb),2008-03-01,5,5,5,4,16,5,26,14,40
40702,MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,2,3,2,7,6,12,10,22
80801,MAGDALENA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,1,0,1,0,1
20904,MALLA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,3,5,7,15,17,26,27,53
31301,MIZQUE,talla para la edad (t/e),talla baja (tb),2008-03-01,3,3,6,5,7,18,16,26,42
20402,MOCOMOCO,talla para la edad (t/e),talla baja (tb),2008-03-01,16,9,12,18,31,24,59,51,110
51002,MOJINETE,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,1,0,2,0,2
10303,MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,1,2,3,4,4,8
70803,MORO MORO,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,4,3,3,4,9,8,17
30302,MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-03-01,11,9,12,12,18,19,41,40,81
20307,NAZACARA DE PACAJES,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
50404,OCURI,talla para la edad (t/e),talla baja (tb),2008-03-01,19,11,19,9,28,28,66,48,114
30203,OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
40101,ORURO,talla para la edad (t/e),talla baja (tb),2008-03-01,66,48,89,46,66,58,221,152,373
60201,PADCAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,3,3,4,3,7,6,13
10401,PADILLA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,5,28,27,56,41,90,73,163
20102,PALCA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,1,1,1,2
40802,PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-03-01,4,2,9,7,10,8,23,17,40
21802,PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,0,0,0,0,0,1,1
30202,PASORAPA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,0,1,6,5,6,7,13
21305,PATACAMAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,5,1,2,2,7,9
40602,PAZÑA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,2,11,11,10,7,28,20,48
20702,PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-03-01,9,5,7,9,2,11,18,25,43
50403,POCOATA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,11,1,2,4,3,11,16,27
31203,POCONA,talla para la edad (t/e),talla baja (tb),2008-03-01,5,8,2,2,1,2,8,12,20
31202,POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,3,2,1,3,4,7
40601,POOPO,talla para la edad (t/e),talla baja (tb),2008-03-01,3,2,4,3,7,4,14,9,23
10103,POROMA,talla para la edad (t/e),talla baja (tb),2008-03-01,20,14,28,28,56,50,104,92,196
70601,PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,3,3,3,5,6,13,12,25
90102,PORVENIR,talla para la edad (t/e),talla baja (tb),2008-03-01,2,3,2,1,3,4,7,8,15
50101,POTOSI,talla para la edad (t/e),talla baja (tb),2008-03-01,31,34,15,12,16,6,62,52,114
10302,PRESTO,talla para la edad (t/e),talla baja (tb),2008-03-01,11,10,30,106,70,62,111,178,289
21201,PUCARANI,talla para la edad (t/e),talla baja (tb),2008-03-01,3,4,0,1,1,2,4,7,11
20403,PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-03-01,14,13,11,12,26,23,51,48,99
21204,PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,1,3,4,5,5,10
31205,PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-03-01,22,8,30,23,34,18,86,49,135
51101,PUNA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,2,2,0,2,2,5,7
31401,PUNATA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,5,1,7,2,14,4,18
30901,QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-03-01,12,5,7,14,32,36,51,55,106
21002,QUIME,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,15,4,41,25,56,30,86
80201,RIBERALTA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,4,11,6,7,5,21,15,36
40901,SABAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,1,0,3,6,5,7,12
31001,SACABA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,9,22,21,31,28,60,58,118
30404,SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,0,0,2,0,2,1,3
50701,SACACA,talla para la edad (t/e),talla baja (tb),2008-03-01,27,26,42,46,38,44,107,116,223
40801,SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,12,6,16,20,29,26,55
51601,SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
51003,SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,1,0,0,0,2,1,3
80302,SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-03-01,5,9,14,12,24,28,43,49,92
80501,SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,2,1,4,1,1,7,7,14
70301,SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,0,2,5,4,5,9
60501,SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-03-01,4,1,3,9,14,11,21,21,42
10702,SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-03-01,61,31,67,83,168,178,296,292,588
70302,SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,2,0,0,1,2,2,4
51001,SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-03-01,4,2,6,1,9,5,19,8,27
50501,SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,0,0,5,4,6,6,12
21801,SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,6,4,3,6,2,13,11,24
50902,SAN PEDRO DE QUEMES,talla para la edad (t/e),talla baja (tb),2008-03-01,2,0,1,0,0,1,3,1,4
21702,SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,1,0,3,0,5,2,7
80401,SANTA ANA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,3,0,0,2,3,5
70101,SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,0,0,0,0,1,0,1
20308,SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,2,2,1,1,1,6,4,10
41401,SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-03-01,6,5,19,11,40,32,65,48,113
21901,SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-03-01,4,1,2,2,6,2,12,5,17
30702,SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,0,1,3,4,4,6,10
40202,SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2008-03-01,8,10,11,5,34,21,53,36,89
20902,SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-03-01,9,5,16,12,34,27,59,44,103
21301,SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-03-01,3,5,11,4,6,5,20,14,34
10403,SOPACHUY,talla para la edad (t/e),talla baja (tb),2008-03-01,15,11,45,31,68,80,128,122,250
40104,SORACACHI,talla para la edad (t/e),talla baja (tb),2008-03-01,5,9,2,10,16,17,23,36,59
10101,SUCRE,talla para la edad (t/e),talla baja (tb),2008-03-01,5,3,12,14,32,28,49,45,94
31404,TACACHI,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,1,2,2,0,3,3,6
20603,TACACOMA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,0,0,0,0,0,2,0,2
30602,TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,0,0,6,4,7,5,12
51402,TAHUA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,2,1,1,0,0,1,3,4
31101,TAPACARI,talla para la edad (t/e),talla baja (tb),2008-03-01,17,7,17,12,18,16,52,35,87
10601,TARABUCO,talla para la edad (t/e),talla baja (tb),2008-03-01,11,9,18,14,33,3,62,26,88
20807,TARACO,talla para la edad (t/e),talla baja (tb),2008-03-01,2,2,0,1,2,3,4,6,10
30401,TARATA,talla para la edad (t/e),talla baja (tb),2008-03-01,4,0,10,1,3,5,17,6,23
60101,TARIJA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,0,0,1,0,2,1,3
10202,TARVITA,talla para la edad (t/e),talla baja (tb),2008-03-01,57,41,73,70,180,158,310,269,579
20803,TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,3,1,2,4,6,6,12
50102,TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,8,7,6,9,10,23,24,47
30903,TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,6,7,4,11,13,21,23,44
31601,TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-03-01,8,5,8,6,8,10,24,21,45
21703,TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,1,1,2,1,3,4
30802,TOCO,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,0,4,3,0,5,5,10
41502,TODOS SANTOS,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,3,1,4,1,5
41001,TOLEDO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,1,1,0,1,1,2
51202,TOMAVE,talla para la edad (t/e),talla baja (tb),2008-03-01,3,3,2,2,1,3,6,8,14
50502,TORO TORO,talla para la edad (t/e),talla baja (tb),2008-03-01,21,26,48,41,77,70,146,137,283
31201,TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,1,0,1,0,1
41301,TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-03-01,3,0,2,1,2,1,7,2,9
80101,TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-03-01,5,8,7,4,2,2,14,14,28
50801,TUPIZA,talla para la edad (t/e),talla baja (tb),2008-03-01,14,14,21,14,34,31,69,59,128
40402,TURCO,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,7,2,5,7,13,9,22
21302,UMALA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,4,1,3,4,7,6,13
50201,UNCIA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,7,4,14,23,19,34,40,74
51201,UYUNI,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,2,1,0,1,2,3
30502,VACAS,talla para la edad (t/e),talla baja (tb),2008-03-01,3,6,6,11,15,11,24,28,52
20801,VIACHA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,10,4,3,5,6,12,19,31
31302,VILA VILA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,3,6,3,4,6,11,12,23
31402,VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,0,0,0,0,3,5,3,8
10801,VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-03-01,8,8,9,12,36,32,53,52,105
31003,VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-03-01,16,35,50,44,77,61,143,140,283
50602,VITICHI,talla para la edad (t/e),talla baja (tb),2008-03-01,8,9,6,8,19,23,33,40,73
20903,YACO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,5,3,2,3,5,6,12,18
60301,YACUIBA,talla para la edad (t/e),talla baja (tb),2008-03-01,10,7,8,8,8,16,26,31,57
